preset,workload_type,code_profile,task_kind,backend_or_method,num_units,unit_type,total_runtime_s,latency_per_unit_us,throughput_Munit_s,correctness_passed,notes
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,16,component,0.00011003333687161405,6.877083554475878,0.1454104769963367,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,16,component,0.00011530000483617187,7.206250302260742,0.13876842436159625,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,16,component,0.00013373332330957055,8.35833270684816,0.1196410857371924,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,16,component,0.00010909999643142025,6.818749776963766,0.14665445025983595,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,48,component,0.00033873333207642037,7.056944418258758,0.14170438942563496,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,48,component,0.0004154333534340064,8.654861529875134,0.11554199874234469,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,48,component,0.0004196666607943674,8.743055433215986,0.1143764908776481,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,48,component,0.00036346667911857367,7.572222481636952,0.1320616242358243,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,16,component,0.00012166668117667238,7.604167573542024,0.1315068336315213,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,16,component,0.00013453332940116525,8.408333087572828,0.11892963677639734,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,16,component,0.00013239999922613302,8.274999951633314,0.1208459221564854,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,16,component,0.00010689999908208847,6.681249942630529,0.14967259249191953,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,48,component,0.00032493332400918007,6.769444250191252,0.14772261400509323,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,48,component,0.0002853333329161008,5.9444444357521,0.16822429931140884,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,48,component,0.00033329999617611367,6.943749920335701,0.14401440309239336,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,48,component,0.00033820001408457756,7.0458336267620325,0.14192784743053288,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,64,component,0.0003290333552286029,5.14114617544692,0.19450915532723012,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,64,component,0.0003322999885616203,5.192187321275317,0.19259705748720515,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,64,component,0.00013630000952010354,2.129687648751618,0.4695524250169647,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,64,component,0.0003768999983246128,5.889062473822075,0.169806315427146,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,192,component,0.0010504333379988868,5.471006968744202,0.18278170832407784,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,192,component,0.0010485999907056491,5.461458284925255,0.1831012795172683,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,192,component,0.0005517333435515562,2.873611164331022,0.3479941936517359,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,192,component,0.0010562333239552875,5.5012152289337894,0.1817780178351273,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,64,component,0.00037836667615920305,5.911979314987548,0.16914808843543905,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,64,component,0.0003581333245771627,5.595833196518167,0.17870439751889297,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,64,component,0.00013716666338344416,2.143229115366315,0.4665856733796203,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,64,component,0.0003692999986621241,5.770312479095689,0.17330084005376395,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,Naive.apply_many,192,component,0.0011518333340063691,5.999131947949839,0.16669078271261276,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,192,component,0.0010734666720964015,5.590972250502091,0.1788597680681023,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,192,component,0.0005245333498654267,2.731944530549097,0.3660396427591481,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,bch_255_239_r16,syndrome,EventUpdate.integrated,192,component,0.0011210666658977668,5.838888884884202,0.1712654615827361,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,16,component,0.00012010000258063276,7.506250161289548,0.13322231187512187,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,16,component,0.00013300000379482904,8.312500237176815,0.12030074844721222,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,16,component,0.0001367000125659009,8.543750785368806,0.11704461250350402,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,16,component,0.00011599999076376359,7.2499994227352245,0.13793104546520468,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,48,component,0.00036806665593758225,7.668055332032964,0.13041116120048638,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,48,component,0.0003274333430454135,6.821527980112781,0.146594722313734,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,48,component,0.0003852999846761425,8.027083014086301,0.12457825566836085,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,48,component,0.000358233325338612,7.46319427788775,0.1339908841664272,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,16,component,0.00012493333391224345,7.808333369515216,0.1280683025015472,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,16,component,0.00012169999536126852,7.6062497100792825,0.13147083492077158,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,16,component,0.00013553335641821226,8.470834776138267,0.11805211958766192,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,16,component,0.00011850000979999702,7.4062506124998135,0.13502108588011613,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,48,component,0.0003425999893806875,7.137499778764322,0.1401050831518379,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,48,component,0.00031863333424553275,6.638194463448599,0.1506433723064647,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,48,component,0.0004151999989214043,8.649999977529257,0.11560693671650564,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,48,component,0.0003956333190823595,8.242360814215823,0.12132446304404351,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,64,component,0.00047933333553373814,7.489583367714658,0.13351877546496102,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,64,component,0.00036216664981717866,5.658853903393417,0.17671422819386362,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,64,component,0.00012873332404221097,2.0114581881595464,0.4971517707335417,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,64,component,0.00037030000627661747,5.785937598072148,0.17283283530973376,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,192,component,0.0011304333262766402,5.887673574357501,0.16984637265817273,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,192,component,0.001105933333747089,5.760069446599421,0.1736090179590406,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,192,component,0.0005963000003248453,3.1057291683585695,0.3219855775539234,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,192,component,0.0011424999878120918,5.950520769854645,0.16805251820412134,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,64,component,0.0004285333367685477,6.695833387008558,0.1493466073902358,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,64,component,0.000385833322070539,6.028645657352172,0.16587473486361906,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,64,component,0.00013983333095287284,2.184895796138638,0.4576877312718062,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,64,component,0.00037709999984751147,5.892187497617367,0.1697162557037385,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,Naive.apply_many,192,component,0.0011192666521916788,5.829513813498327,0.1715408920868298,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,192,component,0.0015353666773686807,7.9967014446285445,0.1250515611873579,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,192,component,0.0004490333376452327,2.3387153002355867,0.4275851788797322,True,trace-level task breakdown; no BER; no full decoder
lightweight,product_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,192,component,0.0011192999857788284,5.829687425931398,0.17153578347131226,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,Naive.apply_many,64,component,0.0003937333240173757,6.152083187771495,0.1625465666634192,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,Naive.apply_many,64,update,0.00037753333648045856,5.898958382507165,0.16952145364602178,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,64,component,0.00041293333439777297,6.452083349965203,0.15498869834119441,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,64,update,0.00034873333061113954,5.448958290799055,0.18352131666865013,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,64,component,0.00013016666828965148,2.0338541920258044,0.4916773306172739,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,64,update,7.930000235016148e-05,1.239062536721273,0.807061766749994,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,64,component,0.0003850333353814979,6.016145865335905,0.1662193740616969,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,EventUpdate.integrated,64,update,1.789998107900222e-05,0.2796872043594097,3.5754227737746573,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,Naive.apply_many,192,component,0.001110233327684303,5.782465248355745,0.17293662080967143,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,Naive.apply_many,192,update,0.0010850333298246066,5.651215259503159,0.17695308957102396,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,192,component,0.0010351000043253105,5.391145855860992,0.1854893239278341,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,192,update,0.0010613666769738,5.527951442571874,0.18089883936005613,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,192,component,0.0003401666763238609,1.7717014391867754,0.5644291853479599,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,192,update,0.00034086668165400624,1.7753473002812825,0.5632700710681015,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,192,component,0.0010739999900882442,5.5937499483762725,0.17877095137051582,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,EventUpdate.integrated,192,update,3.9699991854528584e-05,0.20677079090900305,4.8362730325875,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,Naive.apply_many,64,component,0.0003483333275653422,5.442708243208472,0.1837320604586552,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,Naive.apply_many,64,update,0.0003695333337721725,5.7739583401901955,0.17319141238678556,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,64,component,0.00035016667485858005,5.471354294665313,0.18277010519589662,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,64,update,0.0003506333256761233,5.478645713689427,0.18252686015109754,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,64,component,7.606666379918654e-05,1.1885416218622897,0.8413672534522859,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,64,update,7.690000347793102e-05,1.2015625543426722,0.83224963726259,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,64,component,0.00039106667585050065,6.110416810164073,0.16365495694771579,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,EventUpdate.integrated,64,update,1.4766662692030271e-05,0.230729104562973,4.334086945355737,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,Naive.apply_many,192,component,0.0010457333216133218,5.446527716736051,0.18360321511395367,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,Naive.apply_many,192,update,0.0010996000103962917,5.727083387480686,0.1746089470577614,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,192,component,0.001150000006115685,5.989583365185859,0.16695652085125784,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,192,update,0.0011621333348254363,6.052777785549147,0.16521340043037339,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,192,component,0.00031316666475807625,1.6310763789483138,0.6130920739866151,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,192,update,0.00035383333063994843,1.8428819304163981,0.5426283602303543,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,192,component,0.0011415333137847483,5.945486009295564,0.16819482855338222,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,EventUpdate.integrated,192,update,4.1066668927669525e-05,0.21388890066494545,4.6753244179158635,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,Naive.apply_many,64,component,0.0003858666556576888,6.029166494651387,0.16586040556138615,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,Naive.apply_many,64,update,0.00036823332387333113,5.753645685520799,0.17380284686568837,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,64,component,0.00035913333219165605,5.611458315494626,0.178206794700542,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,64,update,0.0003450666748297711,5.3916667942151735,0.18547140210387628,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,64,component,8.376666422312458e-05,1.3088541284863215,0.7640270815789773,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,64,update,8.916666653628151e-05,1.3932291646293986,0.7177570103953442,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,64,component,0.000420633334821711,6.572395856589234,0.15215151701452037,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,event_update,EventUpdate.integrated,64,update,1.7300015315413475e-05,0.27031273930333555,3.6994186902816844,True,trace-level task breakdown; no BER; no full decoder
lightweight,staircase_like,ebch_256_239_r17,syndrome,Naive.apply_many,192,component,0.0013420999942657847,6.990104136800962,0.1430593851578372,True,trace-level task breakdown; no BER; no full decoder
